NM_ID,Gene,Disease,Disease_Category,Motif_Class,Subclass,Start,End,Length,Score
NM_005574,LMO2,"Leukemia, acute T-cell (2)",Cancer,Hybrid,G-Quadruplex_R-Loop_Overlap,501,934,433,3.0
NM_005574,LMO2,"Leukemia, acute T-cell (2)",Cancer,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,501,934,433,3.0
NM_005574,LMO2,"Leukemia, acute T-cell (2)",Cancer,R-Loop,R-loop formation sites,516,934,419,3.0
NM_005574,LMO2,"Leukemia, acute T-cell (2)",Cancer,G-Quadruplex,Two-tetrad weak PQS,555,571,17,1.0
NM_005574,LMO2,"Leukemia, acute T-cell (2)",Cancer,G-Quadruplex,Two-tetrad weak PQS,587,617,31,1.84
NM_005574,LMO2,"Leukemia, acute T-cell (2)",Cancer,G-Quadruplex,Two-tetrad weak PQS,668,689,22,1.0
NM_005574,LMO2,"Leukemia, acute T-cell (2)",Cancer,G-Quadruplex,Two-tetrad weak PQS,691,715,25,1.0
NM_005574,LMO2,"Leukemia, acute T-cell (2)",Cancer,Z-DNA,eGZ,710,727,18,1.0
NM_005574,LMO2,"Leukemia, acute T-cell (2)",Cancer,G-Quadruplex,Two-tetrad weak PQS,717,727,11,1.07
NM_005574,LMO2,"Leukemia, acute T-cell (2)",Cancer,i-Motif,Canonical i-motif,792,818,27,3.0
NM_005574,LMO2,"Leukemia, acute T-cell (2)",Cancer,G-Quadruplex,Two-tetrad weak PQS,1005,1028,24,1.23
NM_005574,LMO2,"Leukemia, acute T-cell (2)",Cancer,R-Loop,R-loop formation sites,1386,1403,18,2.17
NM_005574,LMO2,"Leukemia, acute T-cell (2)",Cancer,G-Quadruplex,Extended-loop canonical,1386,1421,36,3.0
NM_005574,LMO2,"Leukemia, acute T-cell (2)",Cancer,Triplex,Triplex,1747,1768,22,1.0
NM_005574,LMO2,"Leukemia, acute T-cell (2)",Cancer,Hybrid,Triplex_G-Quadruplex_Overlap,1747,1771,24,1.18
NM_005574,LMO2,"Leukemia, acute T-cell (2)",Cancer,G-Quadruplex,Two-tetrad weak PQS,1749,1771,23,1.14
NM_005574,LMO2,"Leukemia, acute T-cell (2)",Cancer,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,1749,2045,296,1.55
NM_005574,LMO2,"Leukemia, acute T-cell (2)",Cancer,Triplex,Triplex,1775,1799,25,1.0
NM_005574,LMO2,"Leukemia, acute T-cell (2)",Cancer,Curved_DNA,Local Curvature,1778,1784,7,2.03
NM_005574,LMO2,"Leukemia, acute T-cell (2)",Cancer,Curved_DNA,Local Curvature,2037,2045,9,2.18
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,10,35,26,1.25
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Hybrid,G-Quadruplex_Slipped_DNA_Overlap,10,36,26,3.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Hybrid,G-Quadruplex_Z-DNA_Overlap,10,36,26,3.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Slipped_DNA,STR,16,36,21,3.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Z-DNA,eGZ,16,36,21,1.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Non-B_DNA_Clusters,Mixed_Cluster_6_classes,16,516,500,3.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,R-Loop,R-loop formation sites,46,516,471,3.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,G-Quadruplex,Extended-loop canonical,46,79,34,1.74
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Non-B_DNA_Clusters,Mixed_Cluster_5_classes,46,516,470,3.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,A-philic_DNA,A-philic DNA,97,106,10,3.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Hybrid,A-philic_DNA_G-Quadruplex_Overlap,97,161,64,3.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,G-Quadruplex,Higher-order G4 array/G4-wire,101,161,61,3.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,A-philic_DNA,A-philic DNA,123,139,17,3.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,123,348,225,3.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,163,188,26,1.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Slipped_DNA,Direct Repeat,199,222,24,3.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,i-Motif,Canonical i-motif,236,255,20,2.62
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Hybrid,i-Motif_A-philic_DNA_Overlap,236,258,22,3.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,236,348,112,3.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,A-philic_DNA,A-philic DNA,248,258,11,3.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,G-Quadruplex,Extended-loop canonical,256,285,30,1.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,304,326,23,1.3
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,331,348,18,1.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,R-Loop,R-loop formation sites,758,1416,659,3.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,758,1416,658,2.71
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,A-philic_DNA,A-philic DNA,873,883,11,3.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Curved_DNA,Local Curvature,933,939,7,2.03
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Triplex,Triplex,949,1017,69,1.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Curved_DNA,Local Curvature,964,970,7,2.03
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Curved_DNA,Local Curvature,983,992,10,2.24
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Curved_DNA,Local Curvature,998,1011,14,2.41
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Curved_DNA,Local Curvature,1037,1044,8,2.11
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Curved_DNA,Local Curvature,1053,1060,8,2.11
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Triplex,Triplex,1053,1084,32,1.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,G-Quadruplex,Extended-loop canonical,1107,1141,35,1.77
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,i-Motif,Canonical i-motif,1212,1240,29,2.23
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,1256,1282,27,1.82
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Curved_DNA,Local Curvature,1283,1293,11,2.29
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Triplex,Triplex,1335,1355,21,1.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Curved_DNA,Local Curvature,1636,1642,7,2.03
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Curved_DNA,Local Curvature,1644,1657,14,2.41
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Triplex,Triplex,1644,1678,35,1.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,1644,1772,128,2.11
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,G-Quadruplex,Extended-loop canonical,1686,1718,33,3.0
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Curved_DNA,Local Curvature,1735,1741,7,2.03
NM_004643,PABPN1,"Oculopharyngeal muscular dystrophy, 164300 (3)",Muscular Disorders,Curved_DNA,Local Curvature,1764,1772,9,2.18
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,G-Quadruplex,Intramolecular G-triplex,1,19,19,1.29
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,31,59,29,1.48
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,Slipped_DNA,STR,35,58,24,3.0
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,Hybrid,Slipped_DNA_Z-DNA_Overlap,35,59,24,3.0
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,35,1171,1136,3.0
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,Z-DNA,eGZ,36,59,24,1.0
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,R-Loop,R-loop formation sites,62,1171,1110,3.0
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,268,290,23,1.0
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,634,650,17,1.0
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,871,896,26,1.0
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1013,1032,20,1.0
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1037,1057,21,1.0
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1123,1144,22,1.29
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,i-Motif,Canonical i-motif,1171,1202,32,2.48
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,Curved_DNA,Local Curvature,2842,2849,8,2.11
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,Curved_DNA,Local Curvature,3873,3880,8,2.11
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,4156,4175,20,1.42
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,R-Loop,R-loop formation sites,4218,4630,413,2.51
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,4218,4240,23,1.2
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,4582,4607,26,1.0
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,R-Loop,R-loop formation sites,4716,4730,15,1.97
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,4910,4932,23,1.13
NM_144599,NIPA1,"Spastic paraplegia 6, autosomal dominant, 600363 (3)",Other,Curved_DNA,Local Curvature,5841,5847,7,2.03
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,61,350,289,3.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Slipped_DNA,STR,61,80,20,3.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Triplex,Triplex,61,81,21,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Z-DNA,eGZ,89,103,15,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Z-DNA,eGZ,137,151,15,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,215,240,26,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Z-DNA,eGZ,223,234,12,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,294,540,246,3.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Slipped_DNA,STR,294,323,30,3.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Z-DNA,eGZ,294,323,30,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Z-DNA,eGZ,339,350,12,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Z-DNA,eGZ,432,446,15,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Z-DNA,eGZ,467,478,12,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,520,540,21,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,689,708,20,1.24
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,830,843,14,1.18
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,1163,1181,19,1.04
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,2166,2187,22,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Slipped_DNA,STR,2967,2996,30,3.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,3249,3270,22,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,3420,3550,130,1.5
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Triplex,Triplex,3420,3454,35,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,R-Loop,R-loop formation sites,3451,3475,25,1.87
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,3464,3492,29,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,3536,3550,15,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,R-Loop,R-loop formation sites,3785,5252,1468,3.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,4685,4709,25,1.16
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,4832,4854,23,1.42
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,5006,5022,17,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,i-Motif,Canonical i-motif,5249,5280,32,2.69
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,5620,5637,18,1.05
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,6558,6586,29,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,7031,7053,23,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Hybrid,G-Quadruplex_R-Loop_Overlap,7031,8604,1573,3.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,R-Loop,R-loop formation sites,7034,8604,1571,3.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Slipped_DNA,STR,7362,7382,21,3.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Triplex,Triplex,7493,7529,37,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,R-Loop,R-loop formation sites,7530,7544,15,1.97
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,7550,7572,23,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,R-Loop,R-loop formation sites,7734,7752,19,1.65
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,R-Loop,R-loop formation sites,7903,8073,171,3.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,A-philic_DNA,A-philic DNA,7982,7993,12,3.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Z-DNA,eGZ,8291,8305,15,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,8292,8317,26,1.33
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Hybrid,Slipped_DNA_G-Quadruplex_Overlap,8311,8347,36,3.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Hybrid,Slipped_DNA_Z-DNA_Overlap,8311,8354,43,3.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,8311,8354,43,3.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,8311,8837,526,3.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Slipped_DNA,Direct Repeat,8311,8346,36,3.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Hybrid,Z-DNA_G-Quadruplex_Overlap,8313,8347,34,3.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,8313,8837,524,3.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Z-DNA,eGZ,8313,8327,15,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,8319,8347,29,1.67
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Hybrid,G-Quadruplex_Z-DNA_Overlap,8319,8354,35,3.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Z-DNA,eGZ,8331,8354,24,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,R-Loop,R-loop formation sites,8425,8837,413,3.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Triplex,Triplex,8658,8683,26,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,8793,8815,23,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,8793,9025,232,1.64
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,8993,9009,17,2.5
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Triplex,Triplex,8993,9025,33,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,9011,9018,8,2.11
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,9100,9114,15,2.44
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,9357,9363,7,2.03
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,9448,9464,17,2.5
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,9619,9633,15,2.44
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,9676,9683,8,2.11
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Triplex,Triplex,9787,9807,21,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,9793,9807,15,2.44
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,10219,10414,195,1.69
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Triplex,Triplex,10219,10252,34,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,10220,10227,8,2.11
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,10277,10285,9,2.18
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,10341,10347,7,2.03
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,10354,10374,21,1.04
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,10406,10414,9,2.18
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,10934,11136,202,1.43
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,R-Loop,R-loop formation sites,10934,10945,12,2.27
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Triplex,Triplex,10957,10982,26,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Global Curvature,11004,11054,51,1.69
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,11114,11121,8,2.11
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Triplex,Triplex,11114,11136,23,1.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,11123,11129,7,2.03
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,11254,11261,8,2.11
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,11553,11560,8,2.11
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Slipped_DNA,STR,11767,11790,24,3.0
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,11786,11796,11,2.29
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,12451,12460,10,2.24
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,12628,12635,8,2.11
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,12753,12779,27,1.66
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,12753,13034,281,2.35
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,R-Loop,R-loop formation sites,12753,12765,13,2.9
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,12850,12858,9,2.18
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,12870,12877,8,2.11
